ObjectID,GlobalID,county,lat,lon,municipality,natural_no,site_id,access_id,source,sq_acres,state,status,typology,waterbody,site_name,site_label,site_address,owner,owner_type,site_manager,phone_site_manager,email_site_manager,email_public,phone_public,url_public,site_description,photo_credits,safety,informal_swimming,use_limits,fee,fee_amount,hours_info,boat_launch_YN,equipment_rental,parking,parking_description,bike_parking_rack,restrooms,drinking_water,changing_station,food,picnic_area,playground,pets_allowed,amenities_description,wheelchair_access_amenities,wheelchair_access_restrooms,wheelchair_access_trails,accessibility_description,boat_access,public_transit,public_transit_description,bike_path_accessible,bike_path_access_description,program_id,program_name,program_contact,program_phone,program_url,program_hours,program_description,HPBL_YN,difficulty_level_HPBL,safety_HPBL,trailer_parking_HPBL,distance_parking_to_launch_HPBL,boat_launch_type_HPBL,boat_storage_HPBL,MPBL_YN,difficulty_level_MPBL,safety_MPBL,trailer_parking_MPBL,distance_parking_to_launch_MPBL,boat_launch_type_MPBL,boat_storage_MPBL,boat_storage_overnight_MPBL,navigational_notes_MPBL,pump_out_MPBL,haul_out_MPBL,boat_cleaning_requirements_MPBL,boat_inspections_MPBL,FISH_YN,permit_FISH,walking_path_FISH,fish_species_FISH,SWIM_YN,safety_SWIM,showers_SWIM,lifeguard_SWIM,CreationDate,Creator,EditDate,Editor,site_name_photo_01,site_name_photo_02,site_name_photo_03,access_type,access_type_other,water_depth_est,water_quality_monitoring,open_close_date,walking_trails,program_YN,program_contact,act_codes,x,y
45,45838631-7518-41eb-88ed-83f029354329,,,,,,,,,,,,,,American Veterans Memorial Pier,,"Bay Ridge Ave, Brooklyn, NY 11209",NYC Parks,city_park,NYC 311 Park Maintenance ,311,,,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"The pier, located on the north end of the Shore Road Parkway, is Bay Ridge's most popular go-to fishing spot most loved among residents for its views of the Verrazano Narrows Bridge, Statue of Liberty and the Manhattan skyline.",Alyssa Bement,,N,,N,,,N,,N,,Y,,,N,N,N,N,OnLeashOnly,,,,Y,,N,Y,"B9, B64, X27, X37 bus service ",Y,Shore Parkway Greenway,,,abement@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,Y,Y,500 ft ,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/12/2023 2:12,abement_Pratt,7/28/2023 22:13,HudsonAccessProject_PrattSAVI,americanveteransmemorialpier_01.jpg,americanveteransmemorialpier_02.jpg,americanveteransmemorialpier_03.jpg,pier,,,,,,N,,FISH,-74.03813124,40.63947821
46,df04d5fe-95b2-44ad-8d6c-1a3dd770f31f,,,,,,,,,,,,,,Bush Terminal Piers Park,,"Marginal St. &, 43rd St, Brooklyn, NY 11232",NYC Parks,city_park,NYC 311 Park Maintenance,311,,,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Bush Terminal Piers Park is a cleaned up port complex that has spectacular views of the area's tidal pools and the Bay Ridge Channel. There are spacious athletic fields across the park, as well as a nature preserve that allows park users to choose a secluded part of the rocky shoreline to further enjoy the waterfront. ",Alyssa Bement,Be cautious when walking along rocky shoreline - some rocks are loose. ,Y,$700 fine for fishing at this park. ,N,,7:00 am to 7:00 pm ,N,NoRental,Y,Parking on 43rd st,Y,Y,Y,Y,N,N,N,OnLeashOnly,Baseball and soccer fields. ,Y,Y,N,"Nature trail is sandy and narrow, wheelchair access to the waterfront is available near the park entrance.",N,Y,"R at 45th St. B37, B35, and B70 bus service. ",Y,43rd St ,,,abement@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,N,,,,N,,,,7/26/2023 2:44,abement_Pratt,7/28/2023 18:06,HudsonAccessProject_PrattSAVI,bushterminalpierspark_01.jpg,bushterminalpierspark_02.jpg,bushterminalpierspark_03.jpg,rocky,,,https://www.riverkeeper.org/water-quality/hudson-river/,,Y,N,,,-74.02015456,40.65327838
47,5e0fd162-5841-4784-8510-7786ef285ce4,,,,,,,,,,,,,,Greenpoint Public Park,,"143 India St, Brooklyn, NY 11222",NYC Parks ,city_park,NYC 311 Park Maintenance,311,,,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Adjacent to the Greenpoint Ferry Stop, this public park has benches and a playground, with a view of the Manhattan skyline. ",Alyssa Bement,,N,,N,,Dawn to Dusk,N,NoRental,N,,Y,N,N,N,N,N,Y,Y,Limited street parking at the end of India St. ,Y,,Y,,N,Y,"G at Greenpoint Ave, B32 and B24 bus service ",Y,West St. ,,,abement@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,N,,,,N,,,,7/26/2023 3:22,abement_Pratt,7/28/2023 18:10,HudsonAccessProject_PrattSAVI,greenpointpublicpark_01.jpg,greenpointpublicpark_02.jpg,greenpointpublicpark_03.jpg,pier,,,https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/east-river-midchannel-at-23rd-street/,,Y,N,,,-73.96164012,40.73169818
48,00f52bae-03be-4081-8f06-cc30ca5c51b9,Kings,40.72985291,-73.96079091,"Brooklyn,New York City","Brooklyn,New York City",94,"5, 811, 713",nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,"Pier,","Pier,",WNYC Transmitter Park,,West St between Kent St & Greenpoint Ave,NYC Parks,city_park,NYC 311 Park Maintenance,311,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Historically a WNYC radio transmission tower, this space is now a nautical-themed park with fishing access and spray showers.  Park users can be seen laying in the open field, with direct sun exposure and views of the Manhattan skyline and East River. ",Alyssa Bement,,N,,www.dec.ny.gov/outdoor/8377.html,,6 am to 10 pm,N,www.dec.ny.gov/outdoor/8377.html,N,,Y,Y,Y,N,N,Y,Y,OnLeashOnly,"No formal restrooms, porta potty near entrances. Spray showers in the playground. Minimal street parking on Kent St. ",Y,N,Y,,N,Y,"Subway: G, B32 Bus",Y,West St,OTHER,Town Square BK ,abement@pratt.edu,347-559-1410,https://www.eventbrite.com/o/town-square-bk-5315480717,July 7th - August 11th,"Summer Starz provides 6 free movie nights, starting July 7th, to the Greenpoint/Williamsburg waterfront",N,,,,,,,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/26/2023 3:57,abement_Pratt,9/3/2023 18:43,HudsonAccessProject_PrattSAVI,wnyctransmitterpark_01.jpg,wnyctransmitterpark_02.jpg,wnyctransmitterpark_03.jpg,"pier,rocky",,"Subway: G, B32 Bus",,,Y,Y,hello@townsquarebk.org,FISH,-73.96074982,40.72993107
49,601f9e86-b4f3-4b5a-860d-fa255b8a2252,Kings,40.72366209,-73.96032405,Brooklyn,Null,146,82,Null,27.35323879,NY,NY,NY,NY,Bushwick Inlet Park,,86 Kent Ave ,NYC Parks,city_park,NYC Park Maintenance,311,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Neighboring Marsha P. Johnson State Park, this city park has a massive soccer field with waterfront views of the East River and Manhattan skyline.  There are plenty of shaded bench areas, as well as a spray shower to cool off. ",Alyssa Bement,,N,Athletic field permit needed to use soccer field: https://www.nycgovparks.org/permits/field-and-court/request,N,,6:00 am - 10:00 pm,N,info@parks.nyc.gov,N,,Y,Y,Y,Y,N,N,Y,OnLeashOnly,Spray showers located at N 11th St entrance of the park. ,Y,Y,Y,,N,Y,"Subway: G, L",Y,Kent Ave,"ENVED,OTHER",Friends of Bushwick Inlet Park,abement@pratt.edu,,https://bushwickinletpark.org/events/,,"Representing and advocating on behalf of the local community FBIP works alongside the NYC Parks Department and North Brooklyn Parks Alliance in the development of Bushwick Inlet Park as well as activation, education and programming.",N,,,,,,,N,,,,,,,,,,,,,N,,,,N,,,,7/26/2023 4:27,abement_Pratt,9/3/2023 18:01,HudsonAccessProject_PrattSAVI,bushwickinletpark_01.jpg,bushwickinletpark_02.jpg,bushwickinletpark_03.jpg,"pier,beach,rocky",,,https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/east-river-midchannel-at-23rd-street/,,Y,Y,info@bushwickinletpark.org,,-73.96208892,40.72287626
50,46b27436-f308-445b-8144-40e95a64bcd0,Kings,40.72151501,-73.96214577,Brooklyn,Brooklyn,134,154,Brooklyn,Brooklyn,NY,NY,Promenade,Promenade,East River State Park,Marsha P. Johnson State Park ,"90 Kent Ave, Williamsburg, Brooklyn",NYS Parks,state_or_county_park,NYS Parks ,(718) 782-2731,boating@parks.ny.gov,boating@parks.ny.gov,(718) 782-2731,https://parks.ny.gov/parks/155/details.aspx,"In 2020, the park was renamed in honor of Marsha P Johnson, a transgender woman of color who was a pioneer of the LGBTQ civil rights movement and a prominent figure in the Stonewall Uprising. This seven-acre park has several luscious green spaces, a dog run, as well as beach access towards the East River and Manhattan skyline.    ",Alyssa Bement,Dogs are welcome to the MPJ Dog Run on Kent Avenue and North 9th Street. Dogs are not permitted in any other area of the park. ,Y,"Permits are required for the following: film or photoshoots, reserving a picnic area, gatherings of 10 or more people, and hosting an event of any size. To protect local wildlife, balloons, confetti, and kites are not permitted in the park.",N,,7:00 am - 10:00 pm,Y,State/OPRHP,N,,Y,Y,Y,Y,Y,Y,Y,N,Dogs allowed in dog run only. Limited street parking available on N 7th St. ,Y,Y,N,Pathway to sandy beach access is not wheelchair accessible. ,Y,Y,"Subway: G, L; B32 Bus",Y,Kent Ave ,"TRIPS,ENVED",Marsha P. Johnson State Park,abement@pratt.edu,(718) 782-2731,https://www.eventbrite.com/o/marsha-p-johnson-state-park-31268670177,Any time between 10:00 am-12:00 pm & 1:30 pm - 4:30 pm,"Come check out our new classroom, outdoor reading room, and game library! Our environmental education team will also be offering activities, crafts, and more! Bring a valid ID to check out a game or book. ",Y,,,N,,Ramp launch ,N,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/26/2023 16:44,,9/3/2023 18:08,HudsonAccessProject_PrattSAVI,marshapjohnsonstatepark_01.jpg,marshapjohnsonstatepark_02.jpg,marshapjohnsonstatepark_03.jpg,beach,"Subway: G, L; B32 Bus","Subway: G, L; B32 Bus",https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/east-river-midchannel-at-23rd-street/,,Y,Y,https://parks.ny.gov/about/contact-us.aspx,"HPBL,FISH",-73.96230384,40.72168066
51,dec09f6d-34e1-4a30-8582-355f85e7e7e9,New York,40.72041546,-73.96446288,New York City,New York City,79502,1714,nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,North 5th St Pier & Park,,"105 River St, Brooklyn, NY 11211",NYC Parks,city_park,NYC 311 Park Maintenance ,311,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Adjacent to the North Williamsburg Ferry stop, this park is a popular destination for fishermen.  This portion of the East River, just south of Bushwick Inlet, provides a strong habitat for saltwater fish. Head down to the pier to see a strong community network of fishermen, sharing knowledge and their catches of the day. ",Alyssa Bement,,N,www.dec.ny.gov/outdoor/8377.html,N,,6:00 am - Midnight ,N,www.dec.ny.gov/outdoor/8377.html,N,,Y,www.dec.ny.gov/outdoor/8377.html,N,www.dec.ny.gov/outdoor/8377.html,N,Y,N,Y,,Y,www.dec.ny.gov/outdoor/8377.html,Y,,N,Y,"North Williamsburg Ferry, B32 bus service ",Y,Kent Ave ,www.dec.ny.gov/outdoor/8377.html,,email not found,,,,,N,,,,,,,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/26/2023 20:57,,7/28/2023 22:19,HudsonAccessProject_PrattSAVI,north5thstpierandpark_01.jpg,north5thstpierandpark_02.jpg,north5thstpierandpark_03.jpg,pier,,,https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/east-river-midchannel-at-23rd-street/,,Y,N,,FISH,-73.96411728,40.72049837
52,db51d0bf-d276-43e0-8df7-3609ad6f04e5,Kings,40.66750101,-74.01739435,"New York City,Brooklyn","New York City,Brooklyn",184,"1, 719, 121","nyc wap fish,","nyc wap fish,","nyc wap fish,","nyc wap fish,",Promenade,Promenade,Columbia Street Esplanade,"New York City,Brooklyn","End of Columbia St, Red Hook, Brooklyn",NYCDCP,city_park,,,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,The Columbia Street Esplanade is within the Priority Marine Activity Zones in the NYC Waterfront Revitalization Program. There are a lot of historical features seen in the barges and buildings from the prior ship yard. Many seagulls and ducks. Viewpoint of Lower Manhattan as you approach the fishing pier. Long-term fishing community at this site; Tributes of past fishermen are seen along the esplanade.,Alyssa Bement,Go to the end of the Columbia street esplanade to access the publicly owned waterfront. ,N,www.dec.ny.gov/outdoor/8377.html,N,,Open to the public at all times. ,N,NoRental,N,,N,N,N,N,N,N,N,OnLeashOnly,"Minimal street parking, alternative parking in Ikea. There are trash cans to clean fish. ",Y,www.dec.ny.gov/outdoor/8377.html,Y,www.dec.ny.gov/outdoor/8377.html,N,Y,"B61 or B57 Bus to Beard St, Otsego St",Y,Columbia St Esplanade,www.dec.ny.gov/outdoor/8377.html,,savi@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/28/2023 18:37,HudsonAccessProject_PrattSAVI,8/18/2023 23:35,HudsonAccessProject_PrattSAVI,columbiastesplanade_01.jpg,columbiastesplanade_02.jpg,columbiastesplanade_03.jpg,pier,,,https://www.riverkeeper.org/water-quality/hudson-river/,,Y,N,,FISH,-74.01415094,40.66529618
53,50241fa8-f460-42e5-8cf4-3551107853d1,,,,,,,,,,,,,,RETI Field Station at Gowanus Bay Terminal ,,"South Red Hook, 699 Columbia St, Brooklyn, NY 11231",,"non_profit,privately_owned",,,info@reticenter.org,info@reticenter.org,,https://www.reticenter.org/,"The RETI field station is a living, floating lab for sustainable industry, in partnership with the RETI center and Gowanus Bay Terminal.  This center advocates for a resilient waterfront through education and innovation of floating structures in NYC.  ",Alyssa Bement,Permission of a RETI center staff member is required before entering the site. ,N,,N,,,N,,N,,N,N,N,N,N,N,N,,,N,,N,Floating dock entrance not suitable for wheelchairs. ,Y,Y,"F/G trains at Smith 9th St, B57 and B61 bus services",Y,Columbia St,"INSTR,TRIPS,ENVED",RETI Center,savi@pratt.edu,718-249-9565,https://www.reticenter.org/events,,"Founded by the Red Hook community after Superstorm Sandy, we are teaching, training and working side-by-side local youth and low-income populations to transform our city. RETI Center values hands-on education and believes that innovative ideas, ambitious projects, and shared learning will empower all of us to adapt and thrive, together. Our work is to build, train and teach the practices that will help restore our built and natural environment. ",N,,,,,,,N,,,,,,,,,,,,,N,,,,N,,,,7/28/2023 19:02,HudsonAccessProject_PrattSAVI,9/3/2023 18:32,HudsonAccessProject_PrattSAVI,reticenterbluecity_01.jpg,reticenterbluecity_02.jpg,reticenterbluecity_03.jpg,other,Floating Lab ,,https://www.riverkeeper.org/water-quality/hudson-river/,,N,Y,info@reticenter.org,,-74.00985927,40.66814214
54,17ea1535-9129-40d0-822f-6d49628a4bed,Kings,40.67172073,-74.01135949,"Brooklyn,New York City","Brooklyn,New York City",231,"1, 671, 718",nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,"Promenade/Pier,","Promenade/Pier,",Erie Basin Park,Erie Basin Park at IKEA,"Beard St behind Ikea, Red Hook",NYC DCP and IKEA,"city_park,privately_owned",,,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,Historical maritime industry preserved through cranes across the boardwalk. Two grassy lawns. Comfortable seating throughout the site.,Alyssa Bement,A lot of cars and freight trucks in the area - be aware when crossing the street.,N,www.dec.ny.gov/outdoor/8377.html,N,,Dawn to Dusk,N,NoRental,Y,Parking at IKEA,Y,Y,Y,Y,Y,Y,Y,Y,"Bathrooms, water, and food located inside IKEA ",N,N,N,Mixed gravel and brick terrain on walkways. ,N,Y,B61 or B57 Bus to Beard St./Otsego St. (Ikea Plaza),Y,Columbia St,ENVED,Billion Oyster Project,savi@pratt.edu,212-458-0800 (ext. 6503),https://www.billionoysterproject.org/blog/the-waterfront-classrooms-of-ps-676,,Community reef sites as waterfront classrooms. ,N,,,,,,,N,,,,,,,,,,,,,Y,Y,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",Y,N,,,,7/28/2023 19:18,HudsonAccessProject_PrattSAVI,9/3/2023 18:09,HudsonAccessProject_PrattSAVI,eriebasinpark_01.jpg,eriebasinpark_02.jpg,eriebasinpark_03.jpg,pier,,,https://www.riverkeeper.org/water-quality/hudson-river/,,Y,Y,info@nyharbor.org,FISH,-74.01393154,40.67220149
55,47c4241e-a062-4f7e-89a8-e61c907f61b3,Kings,40.58461187,-73.99501899,"Brooklyn,New York City","Brooklyn,New York City",3,"841, 722",nyc wap fish,nyc wap fish,"NY,","NY,","Promenade,","Promenade,",Calvert Vaux Park,,Bay 44th St,NYC Parks,city_park,NYC Parks,311,CalvertVauxPark@parks.nyc.gov,CalvertVauxPark@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Calvert Vaux Park is an expansive waterfront park with an abundance of activity fields. This park is family-oriented; from people cheering on a soccer game to picking blackberries out of the trees. However, there a several points along the park for people to isolate themselves on the waterfront, either fishing or reflecting in the immersive space, looking out at Coney Island and Gravesend Bays.  Spartina and Ribbed Mussels are highlighted on the creek walk. ",Alyssa Bement,"Calvert Vaux Park Trail is narrow is overgrown; watch out for ticks, flies, and mosquitos. Longer clothing is recommended. ",N,www.dec.ny.gov/outdoor/8377.html,N,,Dawn to Dusk,Y,NoRental,Y,EV charging stations in parking lot. ,Y,Y,Y,Y,N,Y,Y,OnLeashOnly,"Several athletic fields, mostly used for soccer. ",Y,Y,N,"the entrance has smooth pathways; however, the middle section of the park with several fields is only accessible through bumpy gravel.",Y,Y,B82 to Cropsey Ave/Bay 46th St,Y,Shore parkway,www.dec.ny.gov/outdoor/8377.html,,savi@pratt.edu,,,,,Y,,,N,,Hand Launch ,N,N,,,,,,,,,,,,,Y,Y,"American Eel, Black Sea Bass, Bluefish, Dogfish, Porgy, Sea Robin, Striped Bass, Summer Flounder, Tautog, Weakfish, Winter Flounder",Y,N,,,,7/28/2023 19:32,HudsonAccessProject_PrattSAVI,7/28/2023 19:32,HudsonAccessProject_PrattSAVI,calvertvauxpark_01.jpg,calvertvauxpark_02.jpg,calvertvauxpark_03.jpg,"beach,rocky",,,,,Y,N,,"HPBL,FISH",-73.99833472,40.5838995
56,7fd1fede-5f52-4c57-85bb-206accf6490c,,,,,,,,,,,,,,Empire City Water Sports,,417 Bay 41st St,Empire City Watersports,privately_owned,Empire City Waterfronts - Jet Ski Tours in NYC,917-708-3813,,,917-708-3813,https://empirecitywatersports.com/,NYC Jet Ski Tours & Rentals ,Alyssa Bement,"Must be 18 to drive a jet ski, and 16 to be a passenger ",N,https://empirecitywatersports.com/jet-ski-rental-faqs/,Y,3 primary packages: 1) A 1 hour rental 2) Statue of Liberty Tour and 3) our Ultimate Experience NYC Tour .There are seasonal specials from time to time. Call to inquire! Security Deposit of $250 per jet ski required and to be returned upon safe return.,8:00 am - 8:00 pm,N,JetSki,Y,"Go to the end of Eugene R. Romano Ln, and turn left at the gate. You may need to find an employee to open the gate upon arrival. ",N,N,N,N,N,N,N,,,,,,,Y,Y,"D train, B6 and B82 bus service",Y,Shore Parkway ,"INSTR,EQUIP,TRIPS",Empire City Waterfronts - Jet Ski Tours in NYC,savi@pratt.edu,917-708-3813,https://empirecitywatersports.com/jet-ski-rentals/,,NYC Jet Ski Tours & Rentals ,N,,,,,,,Y,Jet ski rentals only,,N,,Dock,N,,,,,,,N,,,,N,,,,7/28/2023 20:03,HudsonAccessProject_PrattSAVI,7/28/2023 20:03,HudsonAccessProject_PrattSAVI,empirecitywatersports_01.jpg,empirecitywatersports_02.jpg,empirecitywatersports_03.jpg,dock,,,,Open year-round,N,Y,,MPBL,-73.99698091,40.58885922
57,6101c1a0-d8f7-4854-8034-9bb337ec231e,,,,,,,,,,,,,,Brooklyn Bay Center at BJs,,1752 Shore Parkway,BJs and NYCDCP,"city_park,privately_owned",,,info@parks.nyc.gov,info@parks.nyc.gov,774-512-6464,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Calm environment and immersive to the waterfront. Lookout point of Gravesend Bay, I-278, and Staten Island behind the BJs supermarket. Comfortable seating at benches and picnic tables. Smooth brick for walkways and cool breeze across the entire trail.",Alyssa Bement,"Trail starts on the right side of BJs. Leads to the parking lot for BJs, so be careful when crossing. Beach access is gated off. ",N,,N,,Dawn to Dusk,N,NoRental,Y,Parking at BJs,Y,Y,Y,Y,Y,Y,N,OnLeashOnly,Bathrooms and food located inside of BJs.,Y,Y,Y,Look for three red pillars for the start of the trail. ,N,Y,B82 select bus service ,Y,Shore Parkway ,,,savi@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,N,,,,N,,,,7/28/2023 20:09,HudsonAccessProject_PrattSAVI,8/18/2023 23:36,HudsonAccessProject_PrattSAVI,brooklynbaycenter_01.jpg,brooklynbaycenter_02.jpg,brooklynbaycenter_03.jpg,rocky,,,,,Y,N,,,-73.99995447,40.59149579
58,ce0c11d9-c208-47be-8ea0-6c85319c077a,,,,,,,,,,,,,,Bensonhurst Park,,Cropsey Ave. bet. 21 Ave. and Bay Pkwy.,NYC Parks,city_park,NYC 311 Park Maintenance ,311,,,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Bensonhurst park is connected to the Shore Parkway, and offers scenic views of Gravesend Bay, as well as additional amenities including tennis courts and bike rentals. ",Alyssa Bement,,N,,N,,6:00 am - 1:00 am ,N,"Bike,Other",Y,Parking on Bay Pkwy,Y,Y,Y,Y,N,Y,Y,OnLeashOnly,,Y,Y,Y,,N,Y,,Y,Shore parkway ,INSTR,MatchPoint NYC Bensonhurst ,savi@pratt.edu,718-866-1031,https://matchpoint.nyc/,"year-round; from may to october can rent a tennis court through an NYC Park Permit, in the winter months courts are rented solely through Matchpoint. ",Tennis Lessons and Court Rentals. Afternoon weekdays it is difficult to get a court due to afterschool programs. ,N,,,,,,,N,,,,,,,,,,,,,Y,Y,,"American Eel, Black Sea Bass, Bluefish, Dogfish, Porgy, Sea Robin, Striped Bass, Summer Flounder, Tautog, Weakfish, Winter Flounder",N,,,,7/28/2023 20:24,HudsonAccessProject_PrattSAVI,9/3/2023 17:59,HudsonAccessProject_PrattSAVI,bensonhurstpark_01.jpg,bensonhurstpark_02.jpg,bensonhurstpark_03.jpg,pier,,,,,Y,Y,findyourgame@matchpointnyc.us,FISH,-74.0020841,40.5947189
59,34e95d22-a291-4777-86bf-2081c92aa57a,,,,,,,,,,,,,,Pier 44 Waterfront Garden ,,298 Conover St,The O’Connell Organization ,privately_owned,Waterfront Museum ,718-624-4719,Info@redhookwaterfront.com,Info@redhookwaterfront.com,718-624-0160,https://redhookwaterfront.com/,"With several flower blooms as well as a shaded seating area, the Pier 44 Waterfront Garden is a serene place to catch breathtaking views of the Statue of Liberty and lower manhattan. Adjacent to a strip of local businesses, this park feels embedded in the community. Come smell the flowers and feel the fresh bay breeze.",Alyssa Bement,"If entering through the end of van brunt street, following the walkway until you turn onto conover street. From there, take an immediate left and cross the lot with shipping containers to arrive at the east entrance of the park.",N,"Wet weather discharge point, no swimming, boating, or fishing during heavy rainfall. All pet waste must be picked up in order to maintain garden.",N,,Dawn to dusk,N,NoRental,N,,Y,N,N,N,N,N,N,OnLeashOnly,Porta potty in shipping container lot near east entrance .,Y,,Y,,N,Y,B61 bus service,Y,,TRIPS,Waterfront Museum,savi@pratt.edu,718-624-4719 ext. 11,https://waterfrontmuseum.org/,Visit the museum for free on Thursdays 4-8 pm and Saturdays from 1-5 pm. Call for school and camp tours. ,"The waterfront museum was historically Lehigh Valley Barge no.79, an all-wooden barge that moved goods across the Hudson River. Dating back to 1914, it is the only all-wooden Hudson River railroad barge still afloat. Tours are given inside the barge to preserve its history. ",N,,,,,,,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/28/2023 20:35,HudsonAccessProject_PrattSAVI,9/3/2023 18:31,HudsonAccessProject_PrattSAVI,pier44waterfrontgarden_01.jpg,pier44waterfrontgarden_02.jpg,pier44waterfrontgarden_03.jpg,"pier,rocky",,,https://www.riverkeeper.org/water-quality/hudson-river/,,Y,Y,dsharps@waterfrontmuseum.org,FISH,-74.01831529,40.67567088
